Symptoms,frequency,similarity
hepatomegalie,"[2, 0, 0, 0, 3, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
splenomegalie,"[1, 0, 0, 0, 3, 0, 1, 0, 1, 0, 0, 2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
lymphadenopathie,"[2, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 1, 1, 1, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",
lymphknotenvergroesserung,"[0, 0, 0, 0, 4, 0, 2, 1, 0, 0, 1, 1, 1, 3, 2, 1, 0, 3, 2, 1, 1, 1, 0, 0, 1, 0, 0]",
andere peptische ulzera,"[2, 0, 1, 1, 5, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 2, 0, 2, 1, 1, 1, 0, 0, 0, 0, 1, 2]",
overweight,"[0, 0, 0, 0, 2, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0]",
chronische muedigkeit,"[0, 0, 2, 1, 3, 0, 1, 2, 3, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1]",
nekrotisierende enterokolitis,"[0, 0, 0, 1, 6, 0, 0, 0, 4, 0, 2, 1, 0, 3, 3, 0, 0, 3, 2, 3, 0, 0, 0, 0, 0, 0, 1]",
mikroembolien der lunge,"[0, 1, 0, 1, 4, 0, 1, 0, 2, 0, 1, 2, 2, 2, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 2]",
st segment elevation,"[1, 0, 0, 0, 4, 0, 1, 0, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 2, 3, 0, 1, 0, 0, 0, 0, 2]",
st segment depression,"[0, 0, 0, 1, 4, 0, 1, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 1, 4, 2, 0, 0, 0, 0, 0, 0, 2]",
t wave inverted,"[1, 0, 0, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 2, 1, 0, 0, 0, 2]",
coordination abnormal,"[3, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 3, 4, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",
polymyalgia,"[2, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0]",
paralyse,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
rolling of eyes,"[0, 0, 0, 0, 2, 1, 1, 0, 1, 0, 0, 2, 0, 1, 2, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 2]",
kapsulorhexis,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 2, 0, 1, 0, 0, 1, 0, 0, 0]",
awakening early,"[3, 0, 0, 0, 2, 0, 1, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1]",
dullness,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0]",
gastrin hoch,"[1, 0, 1, 0, 0, 0, 1, 2, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
groggy,"[0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
incoherent,"[0, 0, 1, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
lip smacking,"[1, 0, 1, 0, 0, 0, 1, 0, 2, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",
rekurrensparese,"[1, 0, 0, 0, 4, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 4, 2, 0, 1, 0, 0, 0, 0, 0, 0]",
zittern,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 1, 0]",
gesichtsoedem,"[0, 0, 1, 1, 3, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0]",
bleisaum,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]",
hypervolaemie,"[1, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0]",
bruechige naegel,"[1, 1, 1, 0, 4, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]",
sehstoerungen,"[0, 0, 0, 0, 3, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]",
perforation,"[1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
abscess bacterial,"[3, 2, 2, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 3, 1, 0, 0, 0, 0, 0, 0, 1]",
alveolitis,"[1, 0, 0, 0, 1, 0, 0, 0, 2, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0]",
labored breathing,"[2, 2, 0, 1, 2, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",
kalzium hoch,"[1, 0, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]",
endokardfibrose,"[1, 1, 0, 2, 2, 1, 0, 0, 1, 0, 1, 0, 0, 1, 2, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
moody,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
alcohol binge episode,"[1, 1, 1, 1, 3, 0, 1, 1, 2, 0, 0, 2, 0, 1, 3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 2]",
has religious belief,"[1, 1, 0, 0, 3, 1, 1, 1, 3, 0, 0, 2, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 2]",
tired,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
verbally abusive behavior,"[3, 3, 0, 0, 3, 0, 0, 1, 2, 0, 0, 2, 0, 0, 1, 0, 0, 2, 1, 0, 1, 3, 0, 0, 1, 0, 2]",
transsexual,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 2, 1, 1, 0, 0, 1, 0, 0, 0]",
macerated skin,"[2, 0, 1, 1, 2, 0, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
wheelchair bound,"[1, 1, 1, 1, 2, 0, 0, 2, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1]",
terrify,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0]",
sniffle,"[0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
adverse reaction,"[2, 0, 1, 1, 3, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1]",
sakroiliitis,"[1, 0, 0, 0, 0, 0, 0, 0, 4, 0, 1, 1, 0, 0, 1, 0, 0, 1, 2, 1, 0, 0, 0, 0, 0, 0, 0]",
gangstoerungen,"[1, 0, 0, 0, 2, 0, 3, 0, 0, 0, 0, 0, 0, 3, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
handschwellung,"[1, 0, 1, 1, 1, 0, 1, 2, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0]",
poor feeding,"[0, 0, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 2, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1]",
mass of body structure,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 2, 3, 2, 2, 0, 0, 0, 1, 0, 3]",
frothy sputum,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 1, 2, 2, 0, 0, 0, 1, 0, 1]",
hemodynamically stable,"[3, 1, 1, 1, 2, 0, 0, 1, 1, 0, 0, 3, 2, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 2, 0, 1]",
disturbed family,"[1, 1, 0, 2, 1, 1, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1]",
heavy legs,"[1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1]",
heavy feeling,"[1, 0, 0, 0, 3, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1]",
glykogenolyse,"[0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 1, 2, 0, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 2, 0, 0]",
hot flush,"[0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1]",
hitzewallung,"[1, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0]",
low-cardiac-output-syndrom,"[2, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 3, 1, 0, 2, 1, 2, 2, 0, 1, 0, 1, 0, 0]",
stinging sensation,"[1, 0, 0, 0, 1, 0, 2, 0, 3, 0, 0, 0, 0, 4, 1, 0, 0, 0, 3, 2, 0, 0, 0, 0, 0, 0, 1]",
systolic ejection murmur,"[0, 0, 2, 0, 2, 0, 0, 0, 2, 1, 0, 1, 2, 1, 2, 0, 0, 2, 2, 2, 2, 0, 0, 0, 1, 0, 2]",
schmerzen im rechten unteren quadranten,"[2, 0, 2, 1, 7, 0, 0, 2, 1, 0, 0, 0, 2, 6, 0, 0, 1, 4, 1, 3, 2, 0, 0, 0, 0, 1, 4]",
aspiration,"[2, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",
hypoxemia,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",
sweating increased,"[2, 0, 1, 1, 3, 0, 1, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 2, 1, 0, 0, 1, 0, 0, 0, 1]",
abnormally hard consistency,"[3, 1, 2, 1, 1, 0, 0, 1, 1, 0, 0, 2, 1, 3, 2, 0, 0, 2, 2, 1, 0, 0, 0, 0, 2, 0, 2]",
basophilie,"[1, 1, 0, 0, 1, 0, 0, 1, 2, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
intoxication,"[1, 0, 1, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0, 0]",
hyperurikaemie,"[1, 0, 0, 0, 3, 0, 0, 1, 2, 0, 1, 0, 1, 0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0]",
air fluid level,"[1, 0, 0, 1, 2, 1, 0, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 2]",
alcoholic withdrawal symptoms,"[3, 0, 2, 1, 0, 0, 0, 2, 2, 0, 0, 3, 2, 0, 3, 1, 0, 1, 2, 2, 0, 0, 2, 0, 1, 0, 2]",
atypia,"[2, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",
bedridden,"[0, 1, 0, 3, 2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
bilirubin insgesamt hoch,"[1, 2, 1, 0, 1, 0, 1, 2, 4, 0, 0, 1, 1, 2, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 2]",
debilitation,"[1, 1, 0, 1, 1, 0, 0, 0, 3, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0]",
akute dyspnoe,"[1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1]",
emphysematous change,"[2, 0, 1, 0, 3, 0, 1, 2, 0, 0, 0, 0, 2, 1, 1, 1, 0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 1]",
ferritin hoch,"[0, 0, 1, 0, 1, 1, 0, 2, 2, 0, 0, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1]",
guaiac positive,"[2, 0, 1, 0, 1, 0, 1, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1]",
hematocrit decreased,"[2, 0, 2, 2, 4, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1]",
heme positive,"[0, 0, 0, 0, 3, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1]",
monoclonal,"[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 2, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
side pain,"[1, 0, 0, 1, 1, 0, 0, 0, 2, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",
hypersomnolence,"[0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0, 1, 1, 2, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
phonophobia,"[1, 1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
focal seizures,"[1, 0, 1, 0, 2, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 1, 1]",
fokale anfaelle,"[3, 0, 0, 0, 3, 2, 0, 0, 0, 0, 1, 3, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",
thrombozytose,"[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 3, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 1, 0]",
unhappy,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",
out of breath,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 2, 1, 0, 0, 0, 0, 0, 2]",
room spinning,"[0, 0, 0, 0, 0, 0, 1, 0, 2, 0, 0, 0, 1, 3, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1]",
stuffy nose,"[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 1, 0, 0, 0, 1, 0, 1]",
passed stones,"[1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 4, 1, 0, 0, 0, 0, 0, 0, 1]",
non-productive cough,"[0, 0, 2, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 2, 3, 1, 0, 1, 0, 1, 2, 1, 0, 0, 0, 0, 1]",
trockener husten,"[0, 0, 1, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 2, 1, 0, 0, 2, 1, 2, 1, 0, 0, 0, 0, 0, 1]",
schlafstoerungen,"[1, 0, 1, 0, 2, 1, 1, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0]",
hautblutungen,"[1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 2, 0, 0, 0, 0, 0, 2, 3, 0, 0, 0, 0, 0, 0]",
paraesthesien und dysaesthesien,"[3, 0, 0, 2, 6, 0, 0, 2, 2, 0, 0, 0, 0, 3, 0, 1, 0, 1, 5, 2, 1, 0, 0, 0, 1, 0, 2]",
sprachstoerungen,"[1, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 2, 1, 1, 0, 2, 2, 1, 1, 0, 0, 0, 0, 0, 0]",
psychiatrische symptome ane,"[2, 0, 2, 0, 3, 0, 0, 2, 2, 0, 0, 0, 2, 1, 1, 2, 0, 1, 3, 2, 0, 0, 0, 0, 2, 0, 2]",
alopecia effluvium,"[2, 0, 1, 0, 2, 2, 0, 0, 2, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 1]",
trockene schleimhaut,"[1, 0, 2, 0, 3, 0, 0, 2, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 2, 1, 0, 0, 0, 0, 0, 1]",
stoerung der temperaturregulation,"[2, 0, 0, 1, 5, 0, 2, 0, 1, 0, 0, 1, 1, 2, 2, 1, 0, 5, 1, 4, 3, 0, 0, 0, 0, 0, 2]",
herpes zoster dermatitis,"[1, 0, 0, 1, 4, 0, 0, 1, 2, 0, 0, 0, 1, 0, 1, 1, 0, 3, 3, 3, 0, 0, 0, 0, 0, 1, 2]",
mental status changes,"[3, 0, 1, 0, 2, 0, 1, 1, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 3, 3, 1, 0, 0, 0, 0, 0, 2]",
dizzy spells,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 0, 1, 2, 1]",
schwindelanfaelle,"[2, 0, 1, 1, 3, 1, 0, 1, 1, 0, 0, 3, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",
red blotches,"[0, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
unruhe innere,"[0, 0, 0, 0, 3, 0, 0, 1, 1, 0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 1]",
unwell,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",
hypoxischer stillstand,"[1, 0, 1, 1, 1, 0, 0, 2, 2, 0, 0, 2, 0, 1, 1, 1, 0, 1, 3, 2, 0, 0, 0, 1, 1, 0, 1]",
floppy,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",
livedo - vaskulitis,"[1, 0, 0, 1, 1, 0, 0, 0, 3, 0, 1, 2, 0, 0, 1, 0, 0, 0, 2, 1, 1, 2, 0, 0, 0, 0, 2]",
retikulozytopenie,"[0, 0, 0, 0, 3, 0, 0, 0, 2, 0, 1, 1, 0, 1, 2, 1, 0, 1, 0, 2, 1, 0, 0, 0, 1, 1, 0]",
general discomfort,"[1, 0, 1, 1, 2, 1, 1, 0, 1, 0, 0, 1, 1, 1, 2, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
moan,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
reizhusten,"[0, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0]",
primigravida,"[2, 0, 0, 1, 0, 0, 1, 0, 3, 0, 0, 0, 1, 0, 0, 1, 0, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0]",
hyperkeratose,"[1, 0, 0, 0, 3, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 2, 1, 1, 0, 0, 0, 0, 1, 0, 0]",
frail,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
posturing,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0]",
fear of falling,"[2, 0, 0, 0, 1, 3, 1, 0, 1, 0, 0, 2, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2]",
cushingoid habitus,"[1, 1, 1, 1, 0, 0, 1, 2, 3, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0]",
adverse effect,"[1, 0, 1, 1, 4, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1]",
hypersomnia,"[1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0]",
sleeplessness,"[0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0]",
schlaflosigkeit,"[1, 0, 1, 0, 1, 1, 1, 1, 2, 0, 1, 2, 0, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0]",
subileus,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0]",
verminderte vigilanz,"[1, 0, 0, 1, 3, 0, 1, 0, 3, 0, 0, 1, 1, 2, 0, 0, 0, 2, 0, 1, 0, 2, 0, 0, 0, 1, 1]",
harnsaeure hoch,"[2, 0, 1, 0, 2, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 0, 0, 2, 1, 0, 1, 0, 0, 0, 0, 0, 1]",
cholezystolithiasis,"[1, 0, 1, 0, 1, 0, 0, 2, 3, 0, 0, 2, 0, 0, 2, 0, 0, 0, 3, 2, 0, 0, 0, 0, 1, 1, 0]",
lymphome ane,"[1, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 1, 2, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",
myasthenie,"[1, 0, 0, 0, 2, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",
bewusstseinsstoerungen ane,"[1, 1, 0, 0, 5, 0, 1, 0, 1, 0, 0, 0, 0, 4, 1, 0, 0, 1, 5, 2, 2, 0, 1, 0, 0, 0, 1]",
bronchopulmonale infektion,"[1, 1, 1, 0, 2, 1, 0, 1, 2, 0, 1, 2, 1, 4, 4, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1]",
blanch,"[1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",
blutungsanaemie,"[2, 1, 0, 0, 2, 0, 1, 0, 1, 0, 0, 1, 1, 2, 0, 0, 0, 0, 1, 1, 2, 0, 0, 0, 0, 0, 0]",
meningeosis leucaemica,"[2, 0, 2, 0, 4, 0, 1, 0, 3, 0, 0, 1, 2, 2, 1, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0, 0, 1]",
verfolgungswahn,"[1, 0, 0, 0, 1, 1, 2, 1, 0, 0, 0, 1, 0, 2, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0]",
leichtes fieber,"[0, 1, 1, 0, 4, 1, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1]",
transaminitis,"[2, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0, 0]",
kleinschrittiger gang,"[1, 0, 1, 0, 2, 0, 3, 1, 3, 0, 1, 1, 0, 2, 0, 0, 0, 2, 1, 2, 0, 0, 0, 0, 0, 0, 1]",
breakthrough pain,"[2, 1, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 0, 1, 1, 1, 0, 2, 0, 1, 1, 0, 0, 0, 0, 0, 1]",
gammopathie,"[2, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
ergotherapie,"[1, 0, 0, 0, 3, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0]",
myokardabszess,"[2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 3, 0, 0, 0, 0, 0, 1, 1, 0]",
sopor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",
brauner urin,"[1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 0, 3, 0, 0, 2, 0, 0, 0, 0, 0, 1]",
bizytopenie,"[0, 1, 0, 0, 2, 0, 0, 0, 2, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0]",
fecaluria,"[2, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",
